OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Genus_2	Species
dc03fdad0b0daee0102cd17dd671e633	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
6a9f7d98b88d886277e71fae2d010572	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
e8f816d9badf5a40d850f0cb35e4cf7f	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
0ec4405e3d2c7699f8bc354757216cbd	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Modestobacter		
17f5c69d549f7ba02819078980b11fa9	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	alba
6b8f9499163c909d36c32fc3864b793f	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	alba
475c3352a95838a3a7bf197d8effba4d	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	lacusekhoensis
c9b10d931c0870a2361a89420bc93024	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
5f25b164613d567318f5fee24477474a	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
ec20cda3003bf69ccd30f761974321a8	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
38b4d7da45c103683c25e3041536abc5	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
ca55be3d4ba358bdcdb0fe704940c3cb	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
e6bc6bac602419973d714243c5ace773	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
d1d0c8dd6834c79f0474835a979f4546	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
a65f882bd9369d733dbc56297a71b120	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
210179796788ef07d236a6dcf553a250	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
e3b3aefaf9c3e653fee54bc6af48420d	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
ccd5e04a179418d328afb49ae0ebf517	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
df0eb77da863b7ea8fcb34e95e848dae	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
9eabadca67f429086d6ed44e4806a16c	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
f5755fb7956749421e7df93e706b9f45	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	lacusekhoensis
7b0f54c5d8fd2a932ac8b203b478302f	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
f6ea3101f5d24897113580a152115d67	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
d1684a1844b24ff1669a80e7d230e6af	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
699fd8110d71094da267a98f9ceeabf8	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
1ade5b3ddf925e7af984c63cda913ac4	d__Bacteria	p__Firmicutes_D	c__Bacilli					
ba7d0c369554b4b395d42e3a117fc2ad	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
b3fef33bb4988783aadd282690e1cd5f	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
b1a10460c81b9ab0e186625bb5f1c036	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
a1222a207c96ebe7d82ce1cd6448d887	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
1794f721cf98fd04d13267abf2be0445	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
f3a2b41d46319038fdc9f094d01f3807	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Arcanobacterium_A_386369	s__Arcanobacterium_A_386369	canis
e0935044ea5041d1379c0fa177f773d7	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
c296fc6f1a639eb3173797b478ec7a71	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Eubacteriales_258471	f__Eubacteriaceae_258449	g__Pseudoramibacter	s__Pseudoramibacter	alactolyticus
ae9f72109632de174e8477cf8d3d6da7	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermomicrobiales	f__	g__	s__	
81d2184916b503366b82a2cd5cb109ea	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__	g__	s__	
8e5bf16b53414be8125bcb35ac520468	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780	s__Blautia_A_141780	hominis
e7e5ae8a8a59fde9a51647c2d4e0740a	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780	s__Blautia_A_141780	hominis
2ce8e14cfe2cf16e404d4e9f3923f593	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780		
9df0aee147bedbd3715df3d5844fb2f5	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780		
76e727225b3aa3d3ddbf884b51569a58	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780		
ece107a84b17d4a97ba28fc5f938f4c5	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780		
6a5e2648cdb88856679a932c2555e4d9	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae			
1171e80651d37b610dadb4827752e9aa	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas	sp000209385
cce57677b95bdc24f4f48b4919942e99	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas	sp000209385
4b3ed9cbd9f4fa02e65f39ef46333e01	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae			
80bf36ec2b2d53cc41f95ee6c2be1441	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae			
825f7093bc1c3566b527e1d8906b4de3	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__	
c3db3370c1614b0e643fd6a34210c215	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__	
c8736423f9ff9bdd30a4269ad05c94c9	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae			
ff757bdd4a73413f4145c2c4a977f4bf	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__	
2fd8215f6bc43698b61b661412136e7f	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__	
3276f00ee9531d342882a30548b9d043	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141781		
e960375bed22e5b9ef2ee478c155f314	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141781		
d9bbe45dfeb898dbe3841ba12cd71d8e	d__Bacteria							
b1e2274de7cb4d1c0d4e182ac697fc21	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae_405341	g__Conexibacter		
5f84a7f167cd6f5adaf53c81a695b56b	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__SHVA01	s__SHVA01	sp009691195
d5d5dbbe96298d00249dee5477b266c9	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae_405308	g__Baekduia		
6d632e07d749446703747eff4d471a18	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Christensenellales	f__CAG-74	g__	s__	
ee2e4629402f8e53f345df24fa4a40fe	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
be34610c56efeda0f593953cfb972fc4	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780	s__Blautia_A_141780	hominis
e9e52afe806df3649850c7a677adea18	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium	pityocampae
3cd2e2ee2c1c37b647c161b5f9465558	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
0a2526f21ecd95f938fea92ea033ea63	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Paraliobacillus_A_287874	s__Paraliobacillus_A_287874	ryukyuensis
dd83f9a38cfa1851a5bd088313c813f3	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
deed6f202e90b9da70e3dddfac51f415	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
b9d5639d2111b855ed88f8651dd76b77	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
c8443433445883d28fccae45d10b9abc	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
a7eb2171e75b892fd11b378ca6bf7f07	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
619db57d01e1f1bd15ff9b905ed261a3	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
833b2cec05bd571eee95ba317346fceb	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
83c61391561bd99ed30b428954fc4a21	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
b37ece791c5dae8d64982b7caa92b7e6	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
39ad3f4f2b73c8624b18bade28c02efa	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
2a91bc60b7cf5af2fa6bf4f3d5646b3c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
deec277b89846a22a76798991e3dd642	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
5501e6a23c8670900152f9238896635c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
d488c0d0a190c4e22bd569c35abbc6e8	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
fddc85a7151af7a554646cde5b50aeab	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
ff91f980fc39a5ace3f31ec67a57abd1	d__Bacteria	p__Firmicutes_D	c__Bacilli					
94c403acfc0bb238b493cb4f3e78dbde	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
60133466e13a823461d3cc8ca4b84cba	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
f011c762e94d3ef938dfb8610c00b93a	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
283406a3efbffec40b43981a10e1d318	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_H	f__Salisediminibacteriaceae			
c19c91eb2f25be13bc17d0f589388d28	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
7ba0224b5ac8771573153dccf14ff9d7	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
f1287b2ddca187fb31361c2fbf076c52	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
c07e90e29cbb7c3903dcf1224813c241	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_B_302584				
e3d4c1d32adf19c56ac943c44d00fe19	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia_401430	o__Acidimicrobiales	f__UBA11606	g__VYCW01		
78412bd0045ed0e007f73f4d9c58ab2f	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Tissierellales	f__Tissierellaceae			
2436b8ac63c42ff9f219c50347317347	d__Bacteria	p__Actinobacteriota	c__Actinomycetia					
3df8c8d96a83af01a53360655469658a	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae	g__CSSed10-48	s__CSSed10-48	sp007695125
5e3162b869769efcf2e62d3f4c244d7a	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella		
44b27bc987c1f2aeac15c66acbed46cf	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella		
bf4a399a876a9c543a3ed6bd5b8b4759	d__Bacteria	p__Armatimonadota	c__Armatimonadia	o__Armatimonadales	f__Armatimonadaceae	g__Armatimonas	s__Armatimonas	rosea
17ad19b9a79e15712a373c7b38bc079e	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
5ab2ff2e064d572e12b658a6670eff28	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
409c5e9ea9c23b18f60e499158e67f3c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
be3348bd5b17565b3a23bc40454b9ab8	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
c0d41a89e49a0cfc2be194b9a734fac3	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
0320fa7e51b9fc038218f82fce53fe00	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales				
254f68d909a1f923d7e27e710e9f02fb	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
3d912bc12fa35e76a98805694b2479b6	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
fdd0f26c497903a919190cb00e12e1f0	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Christensenellales	f__CAG-138	g__Aphodomorpha	s__	
815203b5a8b45a178e321215af0e9023	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Bacillaceae_362014	g__Caldalkalibacillus_362014	s__Caldalkalibacillus	uzonensis
9505ceb877b188515a8ca1a193e08ec0	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
6beb6d2d27e4542895f42645764932c9	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Virgibacillus_B	s__Virgibacillus_B	alimentarius
8efe65ee7fe9b8205efe25b4741fda84	d__Bacteria	p__Firmicutes_D	c__Bacilli					
766a72fd13c1fbcd84905b7b04439750	d__Bacteria	p__Firmicutes_D	c__Bacilli					
9b45551f8a092dba167c49c2bb1f8db3	d__Bacteria	p__Firmicutes_D	c__Bacilli					
57b370d4021805370239e66fb0f76a8e	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
6da9e2c35045ddefa4c3ffbc91054bcb	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
291497d068e0a9fd51b72e671ebd7015	d__Bacteria	p__Firmicutes_D	c__Bacilli					
ce8624fba0fe7bedaec131745eeb34bb	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Tissierellales	f__Peptoniphilaceae	g__Citroniella	s__Citroniella	saccharovorans
3070c49c8446115d85fb931bbf5b22a8	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
328d6462b359038523c292baf709fd2a	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Tissierellales	f__Tissierellaceae	g__Tissierella_A		
aefc077eb98f32a8b5acdfe672d55522	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__Peptostreptococcaceae_256921	g__Paraclostridium		
1ef0e938f91b1c1b84bee2e8d0ace427	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__Peptostreptococcaceae_256921	g__Paraclostridium	s__Paeniclostridium	ghonii
a79889104f0c35a193ab84aa796883fb	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__Peptostreptococcaceae_256921	g__Paraclostridium	s__Paeniclostridium	ghonii
e5a955f82d88957523aadbb240b58d36	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__Peptostreptococcaceae_256921			
c966c85f984163ecddeeaa99a1cf51be	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__Peptostreptococcaceae_256921	g__Asaccharospora	s__Asaccharospora	irregularis
4bdc97b22064fed8ad43191b4725b9e5	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__Peptostreptococcaceae_256921	g__Peptacetobacter	s__Peptacetobacter	hiranonis
a9c06eb0631c23a6d648b14c92fd82df	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__	
43bfb8ac158a9740122dab2e8d9c2b89	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__CF-154	s__CF-154	sp005879655
cdc82d401a62b4e5c287f1dd213817b8	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae_405341	g__Solirubrobacter		
d355216f56404b2bf1caea1aabbb4c74	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Tissierellales	f__Tissierellaceae			
61e5d445b0adbf76653a7f84adfb6149	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
ac8bc09b696d3de3534d3b3e8fbd9f93	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
c58e09ddf4697e82ca8c21f414826310	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium	pityocampae
1107910cb1ef5f50c7775c729cac0cd6	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
2b6b5c85bf453bc5e76001c4fcaf9e31	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium		
bd793710baaa81800abe50008ab7b0a5	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium		
fe205f19d22b92b266274b82eb64d111	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
b18cf1723a9bc2656ab16ce3f1317874	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
5b9e31cdec8b272d315a03182121bae9	d__Bacteria							
0db0f935b25424cbfccb12c820547e7f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592524	f__Burkholderiaceae_A_580492	g__Ralstonia	s__Ralstonia	pickettii_B
493dd5bd5e49e299b8047e2f2f4be348	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592524	f__Burkholderiaceae_A_580492	g__Ralstonia		
63da1d144108ca89f4ec6270ab06ca62	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
6c0176413a0d20a7b4510d2b9c2f0853	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium		
26651fc80495e756b1e76d7057870530	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium		
4bb6944ce96af0a8414a713a8f45cec5	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium		
3cf6743c2e4e7ad394c28293218c5c95	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium		
e5de0854f788cf93deb1316f41894988	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium		
42f73b18a966594c120c71d86a58cb23	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium		
d9a0ce6546640dc1cb6863672021bcf2	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium		
e4441ccf0be10031dbd8695b8c750690	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Gryllotalpicola	s__Gryllotalpicola	reticulitermitis
e40bff40148cee118dc509d2c5c2d21d	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Streptomonospora		
16e9583ef63408955df78b68c878846b	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Gryllotalpicola		
88fb3c58496e503d3e0767e44818023f	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium		
6e0ce891261cfd8eb9afede078f7b6de	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
f01c7c7b3ef9a0c37c7f2b3982fc40be	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595425	f__Burkholderiaceae_A_595425	g__Lautropia	s__Lautropia	mirabilis
c4ace003f170fd280545ea0205b017fb	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A	g__Escherichia_710834		
8319914f4cc410b4bc668b36d1909692	d__Bacteria	p__Myxococcota_A_473307	c__Bradymonadia	o__Bradymonadales	f__Bradymonadaceae	g__Persicimonas	s__Persicimonas	caeni
692b4a155125c2332bac3fef966402c3	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422			
67bbeb99606034ef50ba676879df1772	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592522	f__Burkholderiaceae_A_592522			
82a83a2c21ec88149f12482642bc97fa	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria					
8ee2ab2a59d0e3bdefb12a6bcd78d307	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422	g__Achromobacter		
761c4db26a332bf73dcbbbced66f2c57	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422	g__Kinetoplastibacterium	s__	
864ef1d60862c86186b0e1657f759a8f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592522	f__Burkholderiaceae_A_592522	g__Comamonas_F_589250		
3f36c0bf2234d939424710e9357a02ba	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592522	f__Burkholderiaceae_A_592522	g__Comamonas_F_589250		
